Week,DJI,DJV,S&P,FTSE,FTV,STI,STIV,SG/D,P/D,SGPRIME,UKPRIME,USPRIME,USINF,UKINF,SGINF,DJI_Forecast,DJV_Forecast,S&P_Forecast,FTSE_Forecast,FTV_Forecast,STI_Forecast,STIV_Forecast,SG/D_Forecast,P/D_Forecast,SGPRIME_Forecast,UKPRIME_Forecast,USPRIME_Forecast,USINF_Forecast,UKINF_Forecast,SGINF_Forecast
217,2637.12,69337.8,330.85,2156.3,939103.0,1171.94,221025.0,0.5711,1.8825,6.5,15.0,9.75,6.11,9.34,3.72,2641.7356277656554,70386.81916503907,332.1077432394028,2165.3699548721315,960200.9609375,1171.4880355918408,1171.4880355918408,0.5698254092702643,1.8682870452106,6.459293827414513,14.930979311466217,9.689669746905565,6.055874705910683,9.243076171875,9.243076171875
218,2610.64,43654.4,326.45,2128.3,939103.0,1153.48,221025.0,0.5754,1.9435,6.5,15.0,9.75,5.65,8.95,3.27,2592.3563734436034,48897.3775390625,324.8468069553375,2122.4455535888674,924714.861328125,1143.4265503692627,1143.4265503692627,0.5754787940662122,1.941386572033167,6.455476745963097,14.942070543766022,9.710685431957245,5.590607856959105,8.85643348544836,8.85643348544836
219,2470.3,78972.7,311.49,2128.9,574104.0,1167.29,128609.0,0.5682,1.8975,6.5,15.0,9.5,5.65,8.95,3.27,2459.4563987731935,76646.46245117187,311.07330550789834,2122.40789308548,487366.171875,1146.279839553833,1146.279839553833,0.5681103071313585,1.890670999456197,6.501209527254105,14.926948010921478,9.419297218322754,5.6054330296814445,8.862244036793708,8.862244036793708
220,2508.92,70441.4,316.17,2054.8,542370.0,1149.08,128609.0,0.5661,1.906,6.5,15.0,9.5,5.65,8.95,3.27,2493.6249379348756,51485.380468749994,316.270027859211,2050.1700842857363,566596.5625,1127.0989552307128,1127.0989552307128,0.5657218484302518,1.8949051876962184,6.449457719922066,14.885678470134735,9.438140589743853,5.610559654980898,8.860320661962032,8.860320661962032
221,2619.06,139663.2,330.21,2080.5,757888.0,1200.26,280566.0,0.5777,1.959,6.5,15.0,9.5,5.65,8.95,3.27,2619.6534907794,131228.2849609375,331.82689245700834,2081.6318690776825,824234.9140625,1189.6892402267456,1189.6892402267456,0.5778664140581852,1.950242445074022,6.460246309638023,14.89713567495346,9.455570686608553,5.632868423685432,8.870668601989745,8.870668601989745
222,2713.1,114610.6,340.91,2152.6,924070.0,1248.44,355661.0,0.578,1.9605,6.5,15.0,9.5,5.65,8.95,3.27,2736.8720584869384,102989.4046875,343.62713089942935,2167.223465538025,1010505.5625,1265.9161657714844,1265.9161657714844,0.5792104716151952,1.9601844510314985,6.532079219818115,14.986411035060883,9.470051469281316,5.6325153145939115,8.957065963931381,8.957065963931381
223,2830.94,148836.3,358.07,2194.8,1072717.0,1286.17,355661.0,0.5857,2.004,6.5,15.0,9.0,5.31,8.9,3.91,2869.468690338135,159541.782421875,361.30817324638366,2226.2969348907473,1127972.8046875,1324.2739505004884,1324.2739505004884,0.587193600779213,2.0117027045190334,6.5021301954984665,15.007283449172974,8.984417722560465,5.299819882437586,8.924807358160615,8.924807358160615
224,2909.16,143748.7,369.02,2267.8,1023016.0,1323.25,466825.0,0.5848,1.982,6.5,14.5,9.0,5.31,8.9,3.91,2962.4108125305174,150346.58232421876,373.4384799194336,2316.0985305786135,1053089.212890625,1367.294204711914,1367.294204711914,0.5859276366421953,1.9826742583937011,6.505341991782188,14.478413760662079,8.978331239894032,5.320096584446728,8.927160262688995,8.927160262688995
225,2899.02,116303.9,365.14,2296.8,1056006.0,1397.4,837660.0,0.5804,1.9485,6.5,14.5,9.0,5.31,8.9,3.91,2931.843516845703,122547.702734375,367.7506491088867,2338.618775177002,1037785.013671875,1437.4567932128907,1437.4567932128907,0.5801350196936168,1.939570758551359,6.458776086568832,14.448784410953522,8.947342339903116,5.281776971593499,8.816777417063713,8.816777417063713
226,2889.12,118732.4,367.74,2348.0,916811.0,1443.35,686775.0,0.5795,1.9180000000000001,6.5,14.0,8.875,5.31,8.9,3.91,2908.1983805847167,121369.98056640624,369.82938121795655,2377.6006355285645,905414.8203125,1462.1972175598144,1462.1972175598144,0.5782454386427999,1.9074261388108136,6.428549975156784,13.880481541156769,8.820845518261194,5.253499933928251,8.76756344139576,8.76756344139576
227,2973.28,134643.1,376.17,2459.9,1272283.0,1509.17,686775.0,0.5742,1.8940000000000001,6.5,14.0,8.875,4.9,8.24,3.82,2969.3402259635927,136698.18984375,375.78245036125185,2465.1164874076844,1250050.142578125,1512.9663988780976,1512.9663988780976,0.573434076763969,1.8820504989996554,6.478906363248825,13.906651794910431,8.83115116134286,4.829686486721039,8.086735000610352,8.086735000610352
228,2955.2,82934.9,374.57,2448.2,1006089.0,1485.19,1053776.0,0.5727,1.8625,6.5,14.0,8.875,4.9,8.24,3.82,2952.1153196811674,83252.08646240234,374.26103506207465,2445.946337890625,922244.5078125,1484.8799199783803,1484.8799199783803,0.572213909308007,1.8530235767364502,6.5128378719091415,13.9132679104805,8.83134538307786,4.844354765117169,8.152891581654549,8.152891581654549
229,2872.04,131430.1,367.92,2441.2,943297.0,1459.69,650273.0,0.565,1.7875,6.5,14.0,8.875,4.9,8.24,3.82,2873.6857887887954,134467.5619140625,368.991009516716,2448.6919810295103,897063.8125,1460.5128352069855,1460.5128352069855,0.5631011205818504,1.7721280682832004,6.454618737101555,13.879532814025879,8.823282364755869,4.845783354341984,8.117811811864376,8.117811811864376
230,2917.58,108863.9,375.35,2464.6,850280.0,1472.5,404561.0,0.5587,1.7385,6.5,13.5,8.875,4.9,8.24,3.82,2909.591649608612,96423.6666015625,375.9266897797585,2465.847780203819,815324.890625,1461.2103147506714,1461.2103147506714,0.5574946331966668,1.7244580621123313,6.4440839141607285,13.413703858852386,8.833741754293442,4.862700869888068,8.164348831176758,8.164348831176758
231,2926.74,75833.6,378.94,2519.1,850280.0,1488.07,389742.0,0.5659,1.7725,6.5,13.5,8.875,4.89,6.39,3.8,2904.4208891296385,69473.5111328125,376.8258935832977,2501.859651184082,834867.1201171875,1471.5733588409423,1471.5733588409423,0.5658865188474359,1.7624673638865351,6.485063895583153,13.452034652233124,8.822086576372385,4.822840839028358,6.216453402638435,6.216453402638435
232,2874.5,90693.4,373.15,2518.8,933302.0,1460.16,389742.0,0.5693,1.7735,6.5,13.5,8.875,4.89,6.39,3.8,2861.824062347412,88718.05234375,372.6571954131126,2495.9324005126955,858650.421875,1443.5909425354005,1443.5909425354005,0.5687421754963696,1.7663858382627369,6.4926310777664185,13.400507152080536,8.784936614334583,4.832602302879095,6.27435859978199,6.27435859978199
233,3004.46,127315.1,390.45,2545.0,806502.0,1513.52,284968.0,0.5703,1.7875,6.5,13.0,8.875,4.89,6.39,3.8,3008.859748325348,126176.59523925782,392.0949154615402,2544.590019315481,713690.8203125,1511.3597288322449,1511.3597288322449,0.5695514713667333,1.7728855092078448,6.471102625131607,12.868700087070465,8.797695264220238,4.852424229830503,6.3307678619027135,6.3307678619027135
234,2949.52,108914.8,382.76,2488.6,690358.0,1536.67,422329.0,0.5631,1.6985,6.5,13.0,9.0,4.89,6.39,3.8,2975.6352687072754,107707.26862792969,385.6796193218231,2509.9412742614745,646274.63671875,1565.3409747314454,1565.3409747314454,0.5634670579462778,1.6846893765628337,6.501156032085419,12.902798593044281,8.938341904431581,4.882572674062103,6.347327269017696,6.347327269017696
235,2930.2,99324.3,380.29,2508.4,691501.0,1553.94,386620.0,0.5696,1.7225,6.5,13.0,8.75,4.95,5.78,3.9,2925.6406003952025,93863.6017578125,380.03020752310755,2510.3872456789018,740019.09375,1549.837683620453,1549.837683620453,0.5701146088660695,1.7232204607827588,6.473127096891403,12.928592383861542,8.728015603497624,4.901674353331328,5.669230348169804,5.669230348169804
236,2930.9,85502.6,378.51,2523.4,691501.0,1523.15,259709.0,0.5647,1.7205,6.5,13.0,8.5,4.95,5.78,3.9,2932.0190308332444,83129.28969726563,379.34116602897643,2521.202166223526,723804.587890625,1514.2158779144288,1514.2158779144288,0.564386227296479,1.7130342793576419,6.464415952563286,12.89914745092392,8.43350899219513,4.890603900700808,5.674939042627812,5.674939042627812
237,2865.38,103745.1,368.57,2459.4,749930.0,1513.4,182921.0,0.5669,1.7535,6.5,13.0,8.5,4.95,5.78,3.9,2853.5687979507447,105410.30092773438,367.81800062179565,2444.813592338562,693907.78125,1503.5622638702393,1503.5622638702393,0.5667439477931242,1.746251069366932,6.483772560954094,12.939408004283905,8.433161437511444,4.895576168596745,5.6866644683480265,5.6866644683480265
238,2910.34,81974.2,376.19,2465.9,702007.0,1525.03,215632.0,0.5642,1.7285,6.5,13.0,8.5,4.95,5.78,3.9,2912.97307929039,79104.27104492187,377.34486335754394,2467.237008714676,639873.2578125,1519.5505450057983,1519.5505450057983,0.5648333544151858,1.723651522103697,6.487376481294632,12.897026717662811,8.444711167365313,4.9234408613294365,5.707568435668946,5.707568435668946
239,2969.6,76051.1,382.79,2492.9,702007.0,1549.59,323640.0,0.5666,1.7280000000000002,6.5,12.5,8.5,4.95,5.78,3.9,2963.2138973236083,75770.78176269532,382.2715213084221,2491.826459670067,708244.4155273438,1546.6461246871947,1546.6461246871947,0.567684970543161,1.7299296855898576,6.489527240395546,12.439823269844055,8.459016919136047,4.905514963716269,5.708929328918457,5.708929328918457
240,3005.36,116086.9,385.09,2521.5,696598.0,1558.06,269623.0,0.5647,1.693,6.5,12.5,8.5,4.7,5.84,3.89,3009.734273300171,116918.44760742187,384.97250304758546,2528.8546862602234,701229.046875,1567.302356300354,1567.302356300354,0.56583071850501,1.6934607496084646,6.502159550786018,12.457219660282135,8.459136039018631,4.655011032521725,5.759541738927364,5.759541738927364
241,2961.98,83317.6,376.65,2520.2,715042.0,1541.84,176535.0,0.5596,1.6445,6.5,12.5,8.5,4.7,5.84,3.89,2963.454516272545,76162.75673828126,376.71494287401435,2529.7115814208983,727606.1083984375,1545.2396489048003,1545.2396489048003,0.5598089778427034,1.6387842363379896,6.498103082180023,12.444599688053131,8.458345383405685,4.65005326718092,5.758927192687988,5.758927192687988
242,2955.5,92939.0,375.09,2484.7,616604.0,1514.22,161247.0,0.5596,1.635,6.5,12.5,8.5,4.7,5.84,3.89,2952.5366566181183,91323.36364746094,375.54140200853345,2486.2779740810392,618085.5672607422,1507.737104625702,1507.737104625702,0.5595562799093837,1.6300437163934112,6.470579221844673,12.416951894760132,8.465637773275375,4.656979624927044,5.720416676402092,5.720416676402092
243,2913.02,108707.3,371.59,2437.3,624692.0,1502.59,177041.0,0.5658,1.6380000000000001,6.5,12.5,8.5,4.7,5.84,3.89,2906.2880535316467,100711.091015625,371.74331068634984,2432.3135064125063,627537.1887207031,1490.8356264495849,1490.8356264495849,0.5659261304423678,1.6341482256185265,6.4896398186683655,12.461396634578705,8.458708584308624,4.6666392356157305,5.768840443491936,5.768840443491936
244,2934.7,93699.3,373.33,2448.2,778469.0,1486.73,188378.0,0.5647,1.6065,7.0,12.5,8.5,4.45,5.52,4.0,2927.3606583595274,83840.8771484375,373.03238053798674,2438.919046592712,768959.640625,1473.9511771011353,1473.9511771011353,0.5655112341747619,1.6054958270452917,7.01637376844883,12.481619596481323,8.462375432252884,4.416488368809223,5.486157533228397,5.486157533228397
245,2944.76,58308.3,375.74,2508.4,673001.0,1476.17,252950.0,0.57,1.6225,7.0,12.5,8.5,4.45,5.52,4.0,2951.4375450706484,53577.30390625,376.74498139858247,2504.69438829422,664452.6572265625,1470.134945793152,1470.134945793152,0.5714804168604314,1.6237464766623453,7.007714405655861,12.464573621749878,8.471804993227124,4.430127027258277,5.49720718383789,5.49720718383789
246,2978.76,81734.9,381.18,2561.0,922330.0,1454.99,166695.0,0.5708,1.65,7.0,12.0,8.5,4.45,5.52,4.0,2994.283475646973,88298.28134765624,382.8451474237442,2565.082118034363,897446.400390625,1462.644884338379,1462.644884338379,0.5718643217246979,1.6501874851150204,7.016729012131691,11.96940553188324,8.469455244019628,4.441464513354004,5.507340164370834,5.507340164370834
247,2966.24,95152.9,378.64,2580.5,853455.0,1501.33,302504.0,0.5727,1.6923,7.0,12.0,8.5,4.45,5.52,4.0,2987.14878868103,98376.95834960937,380.55955029964446,2594.948329925537,769505.3359375,1524.0934315490722,1524.0934315490722,0.5739035961262882,1.6928320996860973,7.017468258738518,11.971819818019867,8.458633169531822,4.436680688336492,5.485777970850467,5.485777970850467
248,3024.82,80631.8,387.81,2588.8,888411.0,1482.87,222021.0,0.5736,1.6865,7.0,12.0,8.5,4.45,5.52,4.0,3042.4015868377687,84382.46748046875,389.5719824409485,2600.4906814575197,881790.2998046875,1498.6043225479125,1498.6043225479125,0.5750159155543894,1.6905085217915476,7.040283426642418,11.93760758638382,8.486250624991953,4.434937408939004,5.489822311773896,5.489822311773896
249,3026.62,89843.8,390.56,2597.4,754823.0,1465.55,181169.0,0.5794,1.7125,7.0,12.0,8.5,3.8,4.68,3.66,3042.210411186218,96943.9328125,392.001761136055,2612.1264642715455,782508.94140625,1481.8297908782959,1481.8297908782959,0.5809835134545341,1.718195171188563,7.011209771037102,11.922488689422607,8.484117835760117,3.7764748606830834,4.624659423083067,4.624659423083067
250,3005.38,95274.4,389.9,2608.8,767543.0,1434.07,205967.0,0.5811,1.6855,7.0,12.0,8.5,3.8,4.68,3.66,3020.4937409210206,94071.59079589843,391.95832266807554,2617.5087116241457,802346.5078125,1426.5865705680847,1426.5865705680847,0.5819919537649489,1.6794501169137657,7.028793066740036,11.918544828891754,8.465177148580551,3.7900754736736415,4.669548111334443,4.669548111334443
251,3001.78,132558.3,390.59,2601.9,1008002.0,1345.45,394231.0,0.5799,1.6915,7.0,12.0,8.5,3.8,4.68,3.66,3020.866145401001,124286.85664062499,393.549611415863,2617.9146980285645,1028212.484375,1346.9571239471436,1346.9571239471436,0.5797178720852593,1.6786982801705599,6.968211203813553,11.928814470767975,8.451003450900316,3.7921226100996135,4.658957748040557,4.658957748040557
252,3055.24,80731.4,396.64,2624.2,1008002.0,1390.2,268687.0,0.5814,1.6885,7.0,12.0,8.5,3.8,4.68,3.66,3082.3403265380857,65295.194921874994,400.46520723342894,2641.986504745483,1000055.2280273438,1400.7451946258545,1400.7451946258545,0.5813076948151924,1.6800635045617818,6.96770016849041,11.92678964138031,8.462002009153366,3.8031590173020957,4.667696265801787,4.667696265801787
253,3008.5,57661.2,389.97,2664.6,722403.0,1426.42,236566.0,0.5821,1.695,7.0,12.0,8.5,3.39,4.1,3.1,3014.737362384796,61820.1716796875,390.2097281825543,2667.2813690662383,682649.9765625,1432.4066728782655,1432.4066728782655,0.5831585901327431,1.698627180820331,7.013943836092949,11.990338146686554,8.472161518409848,3.3690267776697875,4.054592131078243,4.054592131078243
254,2987.1,98844.0,385.09,2626.6,662737.0,1417.93,163412.0,0.5872,1.7280000000000002,7.0,11.5,8.5,3.39,4.1,3.1,2984.8328600883483,100173.93542480469,385.30839512884614,2625.1130083560943,646225.21484375,1405.126279525757,1405.126279525757,0.5877850165616721,1.725005238896236,7.0158753246068954,11.433973252773285,8.464888215065002,3.3697923285514118,4.060300255566835,4.060300255566835
255,3017.88,88158.3,386.94,2583.6,1035166.0,1385.34,196830.0,0.5908,1.7305,7.0,11.5,8.0,3.39,4.1,3.1,3030.325899963379,83715.247265625,389.5229722881317,2592.9750705718993,1047274.0615234375,1384.1149168872832,1384.1149168872832,0.5907240630058921,1.715313529998064,6.995467886328697,11.427075028419495,7.954458449035883,3.3820083284378053,4.056130217760801,4.056130217760801
256,3021.02,106128.8,386.88,2597.8,907611.0,1377.46,112504.0,0.5907,1.735,7.0,11.5,8.0,3.39,4.1,3.1,3045.326884765625,98204.91962890625,390.2840825366974,2614.4796760559084,926525.482421875,1388.2514600372315,1388.2514600372315,0.5909036008663708,1.7263251185789705,6.948804080486298,11.399847209453583,7.956349138170481,3.375608879476786,4.024895480275154,4.024895480275154
257,3012.52,77700.3,388.26,2644.2,877802.0,1357.04,188228.0,0.5931,1.7495,7.0,11.5,8.0,2.92,3.68,2.33,3020.522203941345,68296.9298828125,388.91866661071776,2654.2780763626097,870245.6796875,1364.321225681305,1364.321225681305,0.5944614015188068,1.753136991372332,6.981430098414421,11.412773549556732,7.958515822887421,2.9036321398615836,3.586766511499882,3.586766511499882
258,2946.34,111070.5,376.8,2584.1,611132.0,1338.99,157016.0,0.5889,1.72,7.0,11.5,8.0,2.92,3.68,2.33,2949.174292650223,105821.76611328125,377.1534869849682,2591.0311213493346,532782.65625,1332.6408207321167,1332.6408207321167,0.5891131260698661,1.7138796749338507,6.994157627224922,11.427516460418701,7.9437783397734165,2.9068056597188114,3.614286117553711,3.614286117553711
259,3061.72,99379.6,392.8,2579.0,768860.0,1370.23,211014.0,0.59,1.7080000000000002,7.25,11.5,8.0,2.92,3.68,2.33,3063.2623655509947,85553.08828125,394.69375042915345,2582.5567483901978,832685.6484375,1356.2862162399292,1356.2862162399292,0.589833985522855,1.6984972184449436,7.219386234879494,11.422212362289429,7.984215885400772,2.9255777225643396,3.6486891548335554,3.6486891548335554
260,3040.92,103226.4,387.94,2561.1,777650.0,1424.58,211014.0,0.5889,1.6995,7.25,11.5,8.0,2.92,3.68,2.33,3053.4817055892945,98714.86875,390.3527848148346,2571.0067096710204,819354.0390625,1430.5019551086425,1430.5019551086425,0.5888590170991723,1.6909908958598971,7.214959844946861,11.469879746437073,7.973195420578122,2.92595197500661,3.6670649334043266,3.6670649334043266
261,3071.78,94987.8,392.96,2577.1,846762.0,1402.5,300670.0,0.5907,1.7425,7.25,11.5,8.0,2.92,3.68,2.33,3079.8275215911867,92264.70844726563,394.41419192314146,2581.9500571250915,893250.2421875,1405.7757503986359,1405.7757503986359,0.5913787577876821,1.7448929835297167,7.236325204372406,11.49211210012436,7.979406237602234,2.907707011401653,3.661151580810547,3.661151580810547
262,3038.46,80204.8,389.97,2534.2,760415.0,1443.79,243341.0,0.5956,1.7725,7.25,11.5,7.5,2.99,4.31,2.55,3054.80157371521,87861.89375,391.5810520362854,2545.677742195129,742212.708984375,1455.9782734298706,1455.9782734298706,0.5963436111336574,1.7767926636524498,7.246038377285004,11.49601399898529,7.468888642266393,2.9925625578127804,4.315772781558334,4.315772781558334
263,3065.3,87095.1,397.41,2546.5,916842.0,1472.41,599427.0,0.5958,1.7730000000000001,7.25,11.5,7.5,2.99,4.31,2.55,3083.408446121216,92307.152734375,399.2771377897263,2563.4155654907227,970373.0234375,1484.7249995803834,1484.7249995803834,0.5966617697749287,1.774055631088093,7.234539225697517,11.479385793209076,7.4903198927640915,2.986191737940535,4.2879228214174505,4.2879228214174505
264,2930.0,126330.7,378.53,2472.6,1030238.0,1443.15,372288.0,0.6011,1.7965,7.25,11.5,7.5,2.99,4.31,2.55,2941.713158607483,127810.71245117187,379.0091470170021,2488.3163734436034,1052418.349609375,1454.0126184463502,1454.0126184463502,0.6019642796892672,1.80052846140787,7.228467300534248,11.471151649951935,7.493453309405595,2.974091291204095,4.285124359130859,4.285124359130859
265,2900.0,100190.3,376.55,2447.5,909324.0,1456.4,160978.0,0.5995,1.7685,7.25,11.5,7.5,2.99,4.31,2.55,2912.246006011963,92584.97626953125,378.15649597644807,2454.8639039993286,900426.650390625,1452.0936340332032,1452.0936340332032,0.6005994006879628,1.7712521229349076,7.245761215686798,11.46407413482666,7.495673090219498,2.994114991053939,4.287274131029844,4.287274131029844
