week_num,is_trade,a_start,a_end,profit,hold_profit,trade_profit,as_start,as_end,ad_start,ad_end,ap_start,ap_end,trade_s_d,trade_s_p,trade_d_s,trade_d_p,trade_p_s,trade_p_d
0.0,0.0,32549.0,32574.59470519086,25.594705190858804,25.594705190858804,24.925789857785276,10000.0,10011.538461538461,10000.0,10015.865384615385,10000.0,10012.980769230768,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,32536.039711538455,32601.429285201048,65.38957366259274,65.38957366259274,64.6978790195135,10011.538461538461,10023.090236686388,10015.865384615385,10031.75594027367,10012.980769230768,10025.978388498517,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,32794.698812976145,32910.108132247056,115.40931927091151,115.40931927091151,115.24423684913927,10023.090236686388,10034.65534080564,10031.75594027367,10047.671706909681,10025.978388498517,10038.992879675894,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,32731.723340692413,32777.28124788155,45.5579071891334,45.5579071891334,44.97152534677298,10034.65534080564,10046.2337892758,10047.671706909681,10063.612724521607,10038.992879675894,10052.024264663934,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,32680.60642362023,32743.73195381004,63.12553018980907,63.12553018980907,62.490413481027645,10046.2337892758,10057.825597494195,10063.612724521607,10079.579033171089,10052.024264663934,10065.072565392104,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,32799.38713546141,32879.980868399194,80.59373293778481,80.59373293778481,79.92440859523776,10057.825597494195,10069.430780875919,10079.579033171089,10095.570672983333,10065.072565392104,10078.137803818332,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,32899.26235774049,33014.057773241235,114.79541550074646,114.79541550074646,114.21506467066502,10069.430780875919,10081.04935485385,10095.570672983333,10111.587684147202,10078.137803818332,10091.220001929056,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,32797.54579884429,32817.80885310554,20.263054261253274,20.263054261253274,19.522479091319838,10081.04935485385,10092.681334878682,10111.587684147202,10127.630106915321,10091.220001929056,10104.31918173925,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,32924.84239587758,32905.987817106725,-18.854578770857188,-18.854578770857188,-19.309110997965035,10092.681334878682,10104.326736418925,10127.630106915321,10143.697981604178,10104.31918173925,10117.43536529247,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,32988.690508157975,32950.2575348555,-38.432973302478786,-38.432973302478786,-38.692773665512505,10104.326736418925,10115.985574960945,10143.697981604178,10159.791348594224,10117.43536529247,10130.568574660876,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,33152.90198169008,33127.83718548488,-25.064796205202583,-25.064796205202583,-25.365209166455315,10115.985574960945,10127.657866008976,10159.791348594224,10175.910248329976,10130.568574660876,10143.71883194529,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,33269.86168743721,33320.76516107138,50.90347363417095,50.90347363417095,50.297966104903026,10127.657866008976,10139.34362508514,10175.910248329976,10192.054721320115,10143.71883194529,10156.886159275218,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.0,33182.92055833193,33267.273934596255,84.35337626432738,84.35337626432738,84.12815589860838,10139.34362508514,10151.042867729468,10192.054721320115,10208.224808137595,10156.886159275218,10170.070578808893,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,33299.07766866703,33402.20275178812,103.12508312109276,103.12508312109276,102.89005335915135,10151.042867729468,10162.755609499924,10208.224808137595,10224.420549419738,10170.070578808893,10183.272112733306,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,33338.10350621425,33400.6514459637,62.54793974944914,62.54793974944914,61.92034977838921,10162.755609499924,10174.481865972422,10224.420549419738,10240.641985868337,10183.272112733306,10196.490783264257,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,33416.95154825952,33492.875393115144,75.9238448556207,75.9238448556207,75.09480797264405,10174.481865972422,10186.221652740851,10240.641985868337,10256.889158249764,10196.490783264257,10209.726612646378,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,33467.3404329673,33558.311146231594,90.97071326429432,90.97071326429432,90.19379932984157,10186.221652740851,10197.97498541709,10256.889158249764,10273.162107395065,10209.726612646378,10222.979623153178,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,33686.540622463865,33782.77247504759,96.23185258372541,96.23185258372541,95.7224569427126,10197.97498541709,10209.741879631032,10273.162107395065,10289.460874200067,10222.979623153178,10236.249837087078,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.0,33851.98970434211,33949.14233453221,97.15263019010308,97.15263019010308,96.75304342855816,10209.741879631032,10221.522351030606,10289.460874200067,10305.785499625483,10236.249837087078,10249.537276779449,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.0,34297.48588065502,34380.720610340024,83.23472968500573,83.23472968500573,83.00564830872463,10221.522351030606,10233.316415281794,10305.785499625483,10322.136024697005,10249.537276779449,10263.334730805884,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,34431.98464524035,34551.963176497666,119.9785312573149,119.9785312573149,119.78799419193092,10233.316415281794,10245.124088068656,10322.136024697005,10338.51249050542,10263.334730805884,10277.150758328124,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,34713.61415887923,34860.53622686934,146.92206799011183,146.92206799011183,146.77186678355065,10245.124088068656,10256.94538509335,10338.51249050542,10354.914938206704,10277.150758328124,10290.98538434895,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,34972.39870956125,35121.01978337945,148.62107381820533,148.62107381820533,148.420919945871,10256.94538509335,10268.780322076149,10354.914938206704,10371.343409022129,10290.98538434895,10304.838633904807,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,34980.359435914026,35030.240332640125,49.88089672609931,49.88089672609931,49.64987241453491,10268.780322076149,10280.628914755467,10371.343409022129,10387.797944238368,10304.838633904807,10318.710532065832,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,34677.718990962414,34627.264596280205,-50.45439468220866,-50.45439468220866,-50.82403569652524,10280.628914755467,10292.491178887876,10387.797944238368,10404.278585207592,10318.710532065832,10332.601103935922,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,34842.16213181561,34828.561209152496,-13.600922663114034,-13.600922663114034,-14.121770961290167,10292.491178887876,10304.36713024813,10404.278585207592,10420.785373347586,10332.601103935922,10346.510374652758,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,35108.495738914804,35187.067290755134,78.57155184033036,78.57155184033036,77.87255597187323,10304.36713024813,10316.256784629186,10420.785373347586,10437.31835014184,10346.510374652758,10360.438369387868,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,35149.53696569757,35299.69714981952,150.16018412195262,150.16018412195262,150.00408137099294,10316.256784629186,10328.160157842218,10437.31835014184,10453.877557139664,10360.438369387868,10374.38511334666,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,35599.482496524084,35575.55564072731,-23.926855796773452,-23.926855796773452,-24.32354318704165,10328.160157842218,10340.07726571665,10453.877557139664,10470.46303595628,10374.38511334666,10388.350631768473,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,35363.997884665434,35390.95960752053,26.96172285509965,26.96172285509965,26.41928894630837,10340.07726571665,10352.00812410017,10470.46303595628,10487.074828272942,10388.350631768473,10402.334949926624,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,35377.33223334643,35513.034933901756,135.70270055532455,135.70270055532455,135.5458548312672,10352.00812410017,10363.952748858746,10487.074828272942,10503.71297583703,10402.334949926624,10416.338093128448,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,34895.95711121969,35001.0983700396,105.14125881990913,105.14125881990913,105.00246696035174,10363.952748858746,10375.91115587666,10503.71297583703,10520.377520462158,10416.338093128448,10430.360086715353,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,34791.72091942257,34771.32777261225,-20.39314681032556,-20.39314681032556,-20.77395321347285,10375.91115587666,10387.883361056516,10520.377520462158,10537.068504028277,10430.360086715353,10444.400956062855,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,35018.44687020566,34966.517274239675,-51.929595965986664,-51.929595965986664,-52.250929650326725,10387.883361056516,10399.869380319273,10537.068504028277,10553.785968481785,10444.400956062855,10458.460726580632,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,34939.25408323463,34954.36209168419,15.108008449562476,15.108008449562476,14.607081917813048,10399.869380319273,10411.869229604255,10553.785968481785,10570.529955835627,10458.460726580632,10472.539423712567,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,34780.337282296314,34777.78017195458,-2.557110341731459,-2.557110341731459,-2.809071793111798,10411.869229604255,10423.882924869182,10570.529955835627,10587.300508169406,10472.539423712567,10486.637072936795,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,35025.43786251148,35005.489664527675,-19.948197983801947,-19.948197983801947,-20.231273614765087,10423.882924869182,10435.910482090183,10587.300508169406,10604.097667629483,10486.637072936795,10500.75369976575,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,34865.819657865504,34818.87231394479,-46.94734392071405,-46.94734392071405,-47.26875548889802,10435.910482090183,10447.951917261824,10604.097667629483,10620.921476429088,10500.75369976575,10514.889329746204,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,34717.46332751024,34746.41781432378,28.954486813541735,28.954486813541735,28.627579831765615,10447.951917261824,10460.007246397125,10620.921476429088,10637.771976848424,10514.889329746204,10529.043988459323,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,34725.56730157994,34740.905636023395,15.338334443455096,15.338334443455096,14.989779329080193,10460.007246397125,10472.076485527581,10637.771976848424,10654.649211234771,10529.043988459323,10543.21770152071,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,35054.243528499086,35211.717618027105,157.47408952801925,157.47408952801925,157.31185234893928,10472.076485527581,10484.159650703188,10654.649211234771,10672.065464753136,10543.21770152071,10557.41049458045,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,35306.55194736155,35475.99505573975,169.44310837820376,169.44310837820376,169.25651369006664,10484.159650703188,10496.25675799246,10672.065464753136,10689.510187147444,10557.41049458045,10571.622393323156,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,35093.64290032293,35151.64176698506,57.9988666621357,57.9988666621357,57.65011832759774,10496.25675799246,10508.367823482451,10689.510187147444,10706.983424953358,10571.622393323156,10585.853423468014,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0.0,35201.787010465705,35166.23038013825,-35.556630327453604,-35.556630327453604,-35.947243619732035,10508.367823482451,10520.492863278776,10706.983424953358,10724.48522478261,10585.853423468014,10600.103610768836,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,35213.89469288098,35178.52965875583,-35.36503412514867,-35.36503412514867,-35.723827070170955,10520.492863278776,10532.631893505635,10724.48522478261,10742.015633323119,10600.103610768836,10614.372981014103,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,35262.05991620358,35318.14360496125,56.08368875767337,56.08368875767337,55.3097488964122,10532.631893505635,10544.784930305834,10742.015633323119,10759.574697339129,10614.372981014103,10628.661560027007,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,35202.747860735246,35218.56596371034,15.818102975092188,15.818102975092188,15.042883241439995,10544.784930305834,10556.951989840802,10759.574697339129,10777.162463671319,10628.661560027007,10643.480367009737,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,35675.72711704523,35719.764619693684,44.03750264845439,44.03750264845439,43.75183260298218,10556.951989840802,10569.133088290617,10777.162463671319,10794.778979236935,10643.480367009737,10658.319834829126,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,35713.425309628336,35729.57020588106,16.144896252721082,16.144896252721082,15.81304256196745,10569.133088290617,10581.328241854028,10794.778979236935,10812.424291029918,10658.319834829126,10673.179992291147,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,35724.49167673472,35752.30260966845,27.810932933731237,27.810932933731237,27.461750190865132,10581.328241854028,10593.537466748474,10812.424291029918,10830.098446121025,10673.179992291147,10688.060868241937,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,35689.66279164427,35670.78041907527,-18.88237256899447,-18.88237256899447,-19.924163690011483,10593.537466748474,10605.760779210106,10830.098446121025,10847.801491657954,10688.060868241937,10702.96249156785,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,35853.13367395545,35881.32217369469,28.18849973923352,28.18849973923352,27.283050435966288,10605.760779210106,10617.998195493808,10847.801491657954,10865.533474865471,10702.96249156785,10718.39945669992,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,35874.01303891586,35971.33573775047,97.32269883461413,97.32269883461413,96.74017093141447,10617.998195493808,10630.249731873224,10865.533474865471,10883.29444304554,10718.39945669992,10733.858686685548,0.0,0.0,0.0,0.0,0.0,0.0
53.0,0.0,36184.47455875999,36285.79546330421,101.32090454421996,101.32090454421996,101.10885527147911,10630.249731873224,10642.51540464077,10883.29444304554,10901.084443577442,10733.858686685548,10749.340213637499,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,36353.91499399237,36450.53411706495,96.61912307258171,96.61912307258171,96.33426574822806,10642.51540464077,10654.795230107662,10901.084443577442,10918.903523917905,10749.340213637499,10764.844069714862,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,36499.35994103326,36588.30913986535,88.94919883208786,88.94919883208786,88.72135144616914,10654.795230107662,10667.089224603938,10918.903523917905,10936.751731601233,10764.844069714862,10780.370287123105,0.0,0.0,0.0,0.0,0.0,0.0
56.0,0.0,36400.451151106274,36442.18809721009,41.7369461038179,41.7369461038179,41.13842884544283,10667.089224603938,10679.39740447848,10936.751731601233,10954.629114239428,10780.370287123105,10796.437185147184,0.0,0.0,0.0,0.0,0.0,0.0
57.0,0.0,36360.982938884415,36546.51804622037,185.53510733595613,185.53510733595613,185.1472632486766,10679.39740447848,10691.719786099033,10954.629114239428,10972.535719522319,10796.437185147184,10812.528029028894,0.0,0.0,0.0,0.0,0.0,0.0
58.0,0.0,35886.450148758806,35904.69736749913,18.24721874032548,18.24721874032548,17.910801583544526,10691.719786099033,10704.056385852224,10972.535719522319,10990.471595217692,10812.528029028894,10828.642854456773,0.0,0.0,0.0,0.0,0.0,0.0
59.0,0.0,35614.59989645351,35559.433576779535,-55.16631967397552,-55.16631967397552,-55.39819559193711,10704.056385852224,10716.40722014359,10990.471595217692,11008.436789171414,10828.642854456773,10844.781697172552,0.0,0.0,0.0,0.0,0.0,0.0
