week_num,is_trade,a_start,a_end,profit,hold_profit,trade_profit,as_start,as_end,ad_start,ad_end,ap_start,ap_end,trade_s_d,trade_s_p,trade_d_s,trade_d_p,trade_p_s,trade_p_d
60.0,0.0,35298.98628226352,35236.4369896438,-62.54929261971847,-62.54929261971847,0.0,10716.40722014359,10728.7723053976,11008.436789171414,11026.431349307559,10844.781697172552,10861.465976706662,0.0,0.0,0.0,0.0,0.0,0.0
61.0,0.0,35460.22794843471,35558.84242259874,98.61447416403098,98.61447416403098,0.0,10728.7723053976,10741.151658057674,11026.431349307559,11044.455323628543,10861.465976706662,10878.175924363133,0.0,0.0,0.0,0.0,0.0,0.0
62.0,0.0,35718.849842046504,35829.17790964552,110.32806759901723,110.32806759901723,0.0,10741.151658057674,10753.5452945862,11044.455323628543,11062.508760215243,10878.175924363133,10894.911579631384,0.0,0.0,0.0,0.0,0.0,0.0
63.0,0.0,35428.3541915004,35379.64574042757,-48.70845107283094,-48.70845107283094,0.0,10753.5452945862,10765.953231464568,11062.508760215243,11080.591707227133,10894.911579631384,10911.672982061586,0.0,0.0,0.0,0.0,0.0,0.0
64.0,0.0,35538.415220289084,35542.5116849978,4.096464708716667,4.096464708716667,0.0,10765.953231464568,10778.375485193179,11080.591707227133,11098.704212902408,10911.672982061586,10928.460171264756,0.0,0.0,0.0,0.0,0.0,0.0
65.0,0.0,35703.58262192522,35728.76761295847,25.184991033253027,25.184991033253027,0.0,10778.375485193179,10790.812072291477,11098.704212902408,11116.846325558114,10928.460171264756,10945.273186912855,0.0,0.0,0.0,0.0,0.0,0.0
66.0,0.0,35919.529461626116,36050.96586206714,131.43640044102358,131.43640044102358,0.0,10790.812072291477,10803.263009297967,11116.846325558114,11135.018093590275,10945.273186912855,10962.112068738874,0.0,0.0,0.0,0.0,0.0,0.0
67.0,0.0,35885.861085192395,36028.43580483511,142.57471964271826,142.57471964271826,0.0,10803.263009297967,10815.728312770232,11135.018093590275,11153.219565474028,10962.112068738874,10978.976856536932,0.0,0.0,0.0,0.0,0.0,0.0
68.0,0.0,35905.899176406696,35983.91333159269,78.01415518599242,78.01415518599242,0.0,10815.728312770232,10828.207999284967,11153.219565474028,11171.450789763745,10978.976856536932,10995.867590162374,0.0,0.0,0.0,0.0,0.0,0.0
69.0,0.0,36016.06501641241,36005.06701826566,-10.997998146747705,-10.997998146747705,0.0,10828.207999284967,10840.702085437986,11171.450789763745,11189.711815093167,10995.867590162374,11012.784309531853,0.0,0.0,0.0,0.0,0.0,0.0
70.0,0.0,35983.511143961914,36055.66956833489,72.15842437297397,72.15842437297397,0.0,10840.702085437986,10853.21058784426,11189.711815093167,11208.002690175532,11012.784309531853,11029.72705462344,0.0,0.0,0.0,0.0,0.0,0.0
71.0,0.0,36527.385875022825,36785.720231453175,258.33435643035045,258.33435643035045,0.0,10853.21058784426,10865.733523137926,11208.002690175532,11226.323463803703,11029.72705462344,11046.695865476706,0.0,0.0,0.0,0.0,0.0,0.0
72.0,0.0,36706.51621555694,36975.04839544219,268.53217988524557,268.53217988524557,0.0,10865.733523137926,10878.270907972315,11226.323463803703,11244.674184850306,11046.695865476706,11063.690782192823,0.0,0.0,0.0,0.0,0.0,0.0
73.0,0.0,36994.11974329843,37153.04772057773,158.92797727929428,158.92797727929428,0.0,10878.270907972315,10890.822759019975,11244.674184850306,11263.05490226785,11063.690782192823,11081.243753145342,0.0,0.0,0.0,0.0,0.0,0.0
74.0,0.0,36799.48965501689,36697.242455223764,-102.24719979312795,-102.24719979312795,0.0,10890.822759019975,10903.38909297269,11263.05490226785,11281.465665088865,11081.243753145342,11098.82457256139,0.0,0.0,0.0,0.0,0.0,0.0
75.0,0.0,36692.88343102149,36775.86596726917,82.98253624768404,82.98253624768404,0.0,10903.38909297269,10915.969926541504,11281.465665088865,11299.906522426028,11098.82457256139,11116.433284623628,0.0,0.0,0.0,0.0,0.0,0.0
76.0,0.0,36773.69076728345,36707.07642023062,-66.6143470528259,-66.6143470528259,0.0,10915.969926541504,10929.61488894968,11299.906522426028,11318.377523472302,11116.433284623628,11134.069933584811,0.0,0.0,0.0,0.0,0.0,0.0
77.0,0.0,36447.45558174268,36484.55911040731,37.103528664629266,37.103528664629266,0.0,10929.61488894968,10943.276907560867,11318.377523472302,11336.878717501055,11134.069933584811,11151.734563767903,0.0,0.0,0.0,0.0,0.0,0.0
78.0,0.0,36256.40095073955,36355.24308066942,98.84212992986431,98.84212992986431,0.0,10943.276907560867,10956.956003695317,11336.878717501055,11355.410153866202,11151.734563767903,11169.427219566189,0.0,0.0,0.0,0.0,0.0,0.0
79.0,0.0,36568.07069873826,36693.768931705374,125.69823296711547,125.69823296711547,0.0,10956.956003695317,10970.652198699936,11355.410153866202,11373.97188200233,11169.427219566189,11187.147945443387,0.0,0.0,0.0,0.0,0.0,0.0
80.0,0.0,36362.67137724752,36376.31291852059,13.641541273071198,13.641541273071198,0.0,10970.652198699936,10984.36551394831,11373.97188200233,11392.563951424834,11187.147945443387,11204.896785933755,0.0,0.0,0.0,0.0,0.0,0.0
81.0,0.0,35956.20743370087,35920.821302685654,-35.38613101521332,-35.38613101521332,0.0,10984.36551394831,10999.152159832473,11392.563951424834,11411.186411730048,11204.896785933755,11222.67378564221,0.0,0.0,0.0,0.0,0.0,0.0
82.0,0.0,36025.24566776966,36063.34135566396,38.095687894296134,38.095687894296134,0.0,10999.152159832473,11013.958710816863,11411.186411730048,11429.839312595377,11222.67378564221,11240.478989244431,0.0,0.0,0.0,0.0,0.0,0.0
83.0,0.0,36046.56929262975,36333.67679106888,287.1074984391307,287.1074984391307,0.0,11013.958710816863,11029.844228188234,11429.839312595377,11448.522703779427,11240.478989244431,11258.312441486984,0.0,0.0,0.0,0.0,0.0,0.0
84.0,0.0,36350.8463543448,36610.99185753257,260.1455031877704,260.1455031877704,0.0,11029.844228188234,11045.752657363508,11448.522703779427,11467.236635122143,11258.312441486984,11276.17418718742,0.0,0.0,0.0,0.0,0.0,0.0
