Week,SG/D,P/D,P/SG,SG/D_Forecast,P/D_Forecast,P/SG_Forecast,%delta_SG/D,%delta_SG/D_Forecast,%delta_P/D,%delta_P/D_Forecast,%delta_P/SG,%delta_P/SG_Forecast,SE_SG/D,SE_P/D,SE_P/SG,APE_SG/D,APE_P/D,APE_P/SG,MAPE,MAPE_SG/D,MAPE_P/D,MAPE_P/SG
15,0.4673,1.5235,3.260218275197946,0.4671931747322786,1.5271582851316783,3.268794082890454,-0.4685835995740106,-0.49133658524416557,0.09855453350855972,0.3389149232377455,0.5698081606725146,0.8343509800964634,1.1411637823744016e-08,1.3383050104657838e-05,7.354447757887915e-05,0.022860104370078682,0.24012373690044023,0.26304397339737323,,0.1449126089023427,0.45660739002313866,0.32646486463651414
16,0.4668,1.533,3.2840616966580978,0.4668290601492452,1.5390990476049484,3.296922104876887,-0.10699764605178695,-0.10077891092548757,0.6235641614702883,1.0238954778436722,0.7313443287383659,1.125808966784985,8.444922741531211e-10,3.719838168742809e-05,0.00016539009955390363,0.006225396153641163,0.3978504634669605,0.3916006886191031,,0.07935984764457016,0.37378916133144324,0.3094905404007356
17,0.4678,1.5401,3.2922188969645148,0.4680062456478598,1.5464522448763252,3.304341040867041,0.21422450728363343,0.25840737957579607,0.46314416177430573,0.8775110812997545,0.24838754749089664,0.6175080154425715,4.253726726111487e-08,4.035101496879887e-05,0.0001469463727935503,0.04408842408290191,0.41245665062821446,0.36820589037086565,,0.02439130820220725,0.3501436169985384,0.340950184129114
18,0.4679,1.5593,3.3325496901047234,0.4676226399136707,1.5593219624507737,3.3345732848577327,0.02137665669089119,-0.03791365676128523,1.246672294006875,1.2480983345739678,1.2250337660534758,1.2864997504348663,7.692861748858639e-08,4.823492439913098e-10,4.094935724407153e-06,0.059277641874178534,0.0014084814194698688,0.060722117933245404,,0.03653048737024054,0.2705718651715483,0.2735095656410714
19,0.465,1.589,3.4172043010752686,0.4647751509654336,1.5932549660429358,3.4280123684181856,-0.6197905535370717,-0.6678454871909362,1.9047008272943027,2.1775775054791193,2.540235520625802,2.8645537858570496,5.055708834545664e-08,1.810473602653715e-05,0.00011681431968902785,0.04835463108955532,0.2677763400211358,0.316283909028092,,0.05057356568221192,0.22721382402294008,0.24840397244406767
20,0.4662,1.6065,3.445945945945946,0.4669537807105109,1.6142472031116486,3.4569742655374385,0.2580645161290277,0.42016789473352434,1.1013215859030883,1.588873701173608,0.841086523905916,1.1638158259854612,5.681853595383316e-07,6.0019156053137124e-05,0.00012162383301209552,0.1616861240907142,0.48224109004970805,0.32003750971389766,,0.08977279901814934,0.2504753038301046,0.2323478455584117
21,0.4676,1.6,3.4217279726261762,0.4688758594239131,1.6095526790246368,3.432790677264175,0.30030030030030297,0.5739724204017748,-0.404606286959225,0.1900204808364018,-0.7027960884952812,-0.3817607382160955,1.6278172695877695e-06,9.125367654773484e-05,0.00012238343390760383,0.2728527424963776,0.5970424390397966,0.3233075430455198,,0.16096449922554903,0.4490199563702135,0.3198763205958365
22,0.4677,1.5930000000000002,3.4060295060936503,0.4682057904636488,1.5917879879772665,3.399761430547391,0.021385799828911246,0.12955313593857593,-0.43749999999999345,-0.513250751420849,-0.4587876844130704,-0.6419721922525017,2.5582399311806e-07,1.4689731432510067e-06,3.928877105361521e-05,0.10814420860568569,0.0760836172463081,0.18402880935251262,,0.1808943583975925,0.3851223821119376,0.27579128737064335
23,0.467,1.6158,3.459957173447537,0.4672666460932233,1.6223644476562735,3.4720313577284503,-0.14966859097711746,-0.09265638374528094,1.4312617702448027,1.8433426024025943,1.5833000641188189,1.9377944764341464,7.110013903124851e-08,4.309197303195622e-05,0.0001457859260494547,0.05709766450177719,0.406266100771978,0.34896918301686647,,0.14603153853461348,0.35979738568602754,0.28543517847163297
24,0.4682,1.6325,3.486757795813755,0.4694903296155855,1.6439061571657658,3.50146968631235,0.2569593147751561,0.5332611596542793,1.0335437554152842,1.7394576782872835,0.7745940490793247,1.1997984594546105,1.6649505168570396e-06,0.00013010042129014965,0.00021643972204264995,0.2755936812442345,0.6986926288371064,0.4219361183119253,,0.14694518478389912,0.39368078228513087,0.3183113702271015
25,0.4683,1.63,3.4806747811232115,0.4701348802113906,1.6424484412372111,3.493568570148855,0.02135839384878022,0.41325933605096105,-0.15313935681471172,0.6093991569501414,-0.1744604887051986,0.1953325907316346,3.366785390152851e-06,0.000154963689236301,0.00016624979543780556,0.39181725632940645,0.7637080513626521,0.37043934973674025,,0.24150286735847273,0.6228889269905787,0.380448217021844
26,0.4698,1.6605,3.53448275862069,0.4704593826692551,1.6640255388356746,3.537022748689714,0.32030749519538787,0.46111096930495055,1.8711656441717912,2.0874563702867928,1.54590649460547,1.6188805651161458,4.3478550451395676e-07,1.242942408184928e-05,6.451549550741394e-06,0.1403539100159817,0.21231790639412973,0.07186313366019595,,0.26925494919654086,0.5582395288646294,0.2880795339029538
27,0.4719,1.6869999999999998,3.574909938546302,0.4725793421925977,1.6904346948377786,3.5770389094766,0.4469987228607899,0.5916011478496548,1.595904847937353,1.8027518721938303,1.1437933832612162,1.2040276827525824,4.615058146434332e-07,1.1797128628664383e-05,4.532517222055169e-06,0.14395893040849486,0.2035977971416009,0.059553134677401504,,0.225376698917961,0.39320791829946095,0.16728520602477923
28,0.4713,1.6693,3.5419053681307022,0.4716406850446481,1.667355869131349,3.5352248480715946,-0.12714558169103402,-0.05495125139899633,-1.0491997628926988,-1.164441663820439,-0.9232280248441902,-1.1101004264975907,1.1606629964689545e-07,3.7796448344415862e-06,4.462934826013868e-05,0.07228623905116185,0.11646383925303858,0.1886137365277302,,0.1188663598252128,0.1774598475962564,0.10667666828844254
29,0.473,1.6835,3.5591966173361524,0.474002605073154,1.6886847151480615,3.562606401472082,0.3607044345427497,0.5734362557084675,0.8506559635775469,1.1612481368275027,0.4881906038775948,0.584460373437505,1.0052169327141942e-06,2.6881271166538526e-05,1.1626627853636601e-05,0.21196724590994256,0.3079723877672417,0.09580207284197573,,0.14273747178986643,0.20934467472062704,0.11465631468236914
30,0.4724,1.625,3.4398814563928877,0.4725985910057556,1.6296202689409256,3.448212288303414,-0.12684989429175253,-0.08486448081276977,-3.474903474903475,-3.200459225368245,-3.3523059772001327,-3.1182410236106533,3.943838756701615e-08,2.134688508648175e-05,6.94027603214415e-05,0.04203873957569611,0.2843242425184983,0.2421836919712353,,0.10876407484560018,0.23625348984625952,0.17553316711364708
