Week,SG/D,P/D,P/SG,SG/D_Forecast,P/D_Forecast,P/SG_Forecast,%delta_SG/D,%delta_SG/D_Forecast,%delta_P/D,%delta_P/D_Forecast,%delta_P/SG,%delta_P/SG_Forecast,SE_SG/D,SE_P/D,SE_P/SG,APE_SG/D,APE_P/D,APE_P/SG,MAPE,MAPE_SG/D,MAPE_P/D,MAPE_P/SG
181,0.5329,1.64,3.0775004691311687,0.5343502253616229,1.6437214329931884,3.0761125474978432,0.0,0.27213836772806715,-0.15220700152208028,0.07436426138132918,-0.15220700152207833,-0.19723734784774888,2.103153599494184e-06,1.3849063522791921e-05,1.9263264602528177e-06,0.27213836772806715,0.2269166459261281,0.045098990146288945,,0.19244470853581574,0.10423995163244744,0.14511136784788295
182,0.5329,1.6375,3.07280915744042,0.5345627919394523,1.6442376946099102,3.07585510889083,0.0,0.3120270105934116,-0.15243902439024065,0.2583960127994087,-0.15243902439023782,-0.05346417512661834,2.76487703390751e-06,4.539652865641363e-05,9.277820238253298e-06,0.3120270105934116,0.4114622662540611,0.09912595590371659,,0.2726054489808316,0.23480124538260772,0.14773405848207363
183,0.5339,1.6425,3.0764188050196664,0.5349141532402486,1.6431920958985575,3.071880012792525,0.18765246762994947,0.3779608257175008,0.30534351145038874,0.3476089098355768,0.11747060732704123,-0.03023762948783748,1.0285067947066553e-06,4.789967328000501e-07,2.0600634881158963e-05,0.18995190864367126,0.04213673659406114,0.14753492664053455,,0.25803909565505,0.22683854959141678,0.0972532908968467
184,0.5358,1.6795,3.134565136244867,0.5373222213696689,1.6820796084664762,3.1304858454927604,0.3558718861209988,0.6409854597619131,2.2526636225266317,2.4097174104399466,1.8900655245744131,1.757466843749463,2.3171578982764834e-06,6.654379840315703e-06,1.664061304022389e-05,0.2841025325996344,0.1535938354555643,0.13013896903714273,,0.2620271506122391,0.2023976127678955,0.1255999505271313
185,0.5397,1.6795,3.1119140263109135,0.5411518386451527,1.6845449133850634,3.1128877203901792,0.7278835386338005,0.9988500644181879,0.0,0.3003818627605484,-0.7226236798221132,-0.6915605486717363,2.107835451558966e-06,2.5451151062791952e-05,9.480801599971378e-07,0.2690084575046781,0.3003818627605484,0.031289234568604614,,0.2476876329159946,0.1653708116033913,0.10298771008209395
186,0.5398,1.6935,3.137273064097814,0.5407045957704074,1.6946730560800058,3.1341939190759045,0.01852881230312933,0.1861396647039943,0.8335814230425729,0.9034269770768594,0.8149016191479768,0.715954636812482,8.182935078390807e-07,1.37606056683867e-06,9.481134065950955e-06,0.1675798018539215,0.06926814762361033,0.09814717938156639,,0.24023026398607797,0.17441461527990768,0.08652512766243792
187,0.5413,1.696,3.1331978570108996,0.5421797163609415,1.6993420033287256,3.1342780853819963,0.27788069655428993,0.4408514933200419,0.1476232654266281,0.3449662432078915,-0.12989647390117964,-0.09546439390602274,7.73900875708207e-07,1.116898624921363e-05,1.1668933337221645e-06,0.16251918731600393,0.19705208306165659,0.03447686422609831,,0.19970248222486786,0.18890069781527177,0.054637759392089764
188,0.5411,1.6885,3.120495287377564,0.5416398854264058,1.6899851172454654,3.1201267903581824,-0.03694808793644522,0.06279058311580256,-0.4422169811320792,-0.3546511058098199,-0.4054186876488539,-0.4171797393346585,2.9147627364539114e-07,2.205573232779085e-06,1.3579005329310493e-07,0.0997755362051039,0.08795482650077094,0.011808927283824123,,0.14329150845834313,0.11809168572867929,0.048144323630496276
189,0.5413,1.7118,3.1623868464806946,0.5420234468939714,1.7146317705728114,3.163390403862402,0.036961744594340776,0.17066104120705808,1.3799230085875096,1.5476322518692014,1.342465065484392,1.3746252608792295,5.233754083968854e-07,8.018924577040407e-06,1.0071274183792529e-06,0.13364989727903442,0.1654264851507983,0.031734175179236636,,0.13198154026671408,0.1501444649044086,0.02600665556305302
190,0.5429999999999999,1.722,3.1712707182320448,0.5439070432861335,1.7251084911897778,3.171697282622334,0.3140587474598049,0.4816263229509479,0.5958640028040652,0.7774559638846734,0.2809229921139069,0.29441167680040936,8.227275229199628e-07,9.66271747692652e-06,1.8195717906280377e-07,0.1670429624555355,0.18051632925539207,0.013450898021314744,,0.13348946531322461,0.14463254696898709,0.0189980001614585
191,0.5423,1.744,3.215932140881431,0.5448225812569261,1.751474957499653,3.2147620487002113,-0.12891344383055672,0.33565032355914126,1.2775842044134738,1.7116700057870569,1.4083131532297744,1.3714165182470637,6.363416197794659e-06,5.587498962162014e-05,1.369115712551386e-06,0.4651634255810547,0.42860994837460437,0.036384231070838456,,0.2552854284385416,0.25818425426026487,0.02718976809046328
192,0.5459,1.776,3.253343103132442,0.5486825443539769,1.789775983825326,3.261951746492359,0.6638392033929648,1.1769397665456194,1.8348623853211024,2.624769714754931,1.1633007355919247,1.4309880804361348,7.742553081848422e-06,0.00018977773035564263,7.410874049824421e-05,0.5097168627911423,0.775674764939525,0.26460914471727065,,0.38064108360924415,0.46160034752317386,0.10481475793647461
193,0.551,1.8005,3.2676950998185115,0.5541375570688397,1.8199332338869567,3.2842625638183716,0.9342370397508688,1.5089864570140432,1.3795045045045025,2.4737181242655795,0.4411461143539098,0.9503904047550147,9.844264360225777e-06,0.0003776505793051632,0.00027448086338666003,0.5694295950707203,1.0793242925274493,0.507007645871864,,0.5147699611476391,0.7612030019471928,0.2693336738866577
194,0.5508,1.8155,3.296114742193174,0.5522353306032717,1.8193001092616468,3.2944290385662414,-0.03629764065337368,0.22419793162824567,0.8331019161344017,1.0441604699609424,0.8697152429013575,0.8181283115800707,2.0601739406883677e-06,1.4440830400454295e-05,2.8415967178531603e-06,0.2605901603616055,0.2093147486448288,0.05114214033127976,,0.4465788727411561,0.6881046020372678,0.27425297697347145
195,0.5495,1.809,3.292083712465878,0.5510518359141424,1.8164552409350876,3.296341873032256,-0.23602033405954395,0.04572184352622767,-0.3580280914348637,0.0526158598230624,-0.12229640175127698,0.006890865666007178,2.408194704422271e-06,5.558061740020655e-05,1.8131931409053393e-05,0.28240871958915925,0.4121194546759341,0.12934545225121633,,0.37080949167382843,0.5669194986160707,0.22916507948478668
196,0.5542,1.8565,3.3498736918080114,0.5554207560939715,1.8615362176261845,3.351578415465683,0.8553230209281233,1.077480635845581,2.625760088446661,2.9041579671743807,1.7554225344666792,1.8072050468984426,1.490245440968386e-06,2.5363487978290907e-05,2.906082749025627e-06,0.22027356441202292,0.2712748519356018,0.05088919208627331,,0.2544241481209292,0.2975696850854549,0.0771255948895898
197,0.5536,1.87,3.377890173410405,0.5552959030181169,1.8816779562085868,3.3886040685360426,-0.10826416456153824,0.1977450411614771,0.727174791273906,1.3562055593098175,0.8363444171315116,1.156174240919734,2.8760870468581834e-06,0.00013637466120966849,0.00011478754876316079,0.30634086309916025,0.6244896368228178,0.3171771305643297,,0.2696743823667808,0.43596131447811787,0.16580392496727311
198,0.5571,1.9,3.410518757853168,0.5590984371028841,1.9183238033205268,3.43110206721526,0.6322254335260222,0.9932147945961187,1.6042780748662995,2.5841606053757573,0.9659456870328111,1.5752997010891872,3.993750854183612e-06,0.000335761768129351,0.0004236726242955917,0.35872143293556885,0.9644107010803609,0.6035242971379766,,0.29511195348225067,0.6200583966129268,0.32386353992952654
199,0.5599,1.9265,3.440792998749777,0.5622112709168344,1.9402356892228128,3.4510793176713523,0.5026027643151882,0.9174781757017388,1.3947368421052733,2.117667853832255,0.8876726107105795,1.1892783091952912,5.341973251004868e-06,0.00018866915842569165,0.00010580835695635529,0.41280066383898445,0.7129867232189282,0.29895198360705605,,0.35928765329123785,0.7672956870407023,0.40655113710312074
200,0.5672,1.945,3.4291255289139633,0.5684938958825544,1.9467375819152224,3.4243772818229177,1.3038042507590792,1.534898353733602,0.9602906825849966,1.0504843973642506,-0.33909246618594363,-0.47709109303652397,1.6741665548911062e-06,3.019190912107702e-06,2.254585043762299e-05,0.2281198664588068,0.08933583111682931,0.13846816195583875,,0.3332139877444534,0.5889110851387062,0.34698148090029046
201,0.5724,1.9055,3.3289657582110412,0.5738763234648854,1.9050671692886392,3.3196476163826394,0.9167842031029587,1.1770669014254824,-2.030848329048848,-2.0531018360596858,-2.920854598596266,-3.192589819422463,2.179530972971097e-06,1.8734242469709508e-07,8.682776713421215e-05,0.2579181455075741,0.022714810357428433,0.2799110145671592,,0.29961289193512175,0.27501245489772863,0.23911038671001802
202,0.565,1.86,3.292035398230089,0.5665946769854053,1.8654874117486182,3.2924548844582078,-1.2928022361984755,-1.0142073750165423,-2.3878247179217986,-2.0998471924104836,-1.1093643690945665,-1.096763271378739,2.542994687781608e-06,3.0111687698872058e-05,1.759686955811735e-07,0.2822437142310417,0.295022137022479,0.012742458004678022,,0.2560939087324742,0.1356909261655789,0.14370721150922536
203,0.5667,1.8845,3.3253926239632965,0.5671655717639252,1.8844259583491951,3.32253234710368,0.3008849557522186,0.3832870378628831,1.317204301075267,1.3132235671610233,1.0132705666269963,0.9263858125579959,2.1675706736447276e-07,5.482166053919877e-09,8.181183713658488e-06,0.08215489040502107,0.003928981204825398,0.0860132075534495,,0.20743891671454562,0.10722197619491093,0.12622222670842892
204,0.5667,1.8705,3.30068819481207,0.5675889443706721,1.872926938386634,3.2997946083380585,0.0,0.1568633087475043,-0.7429026266914307,-0.6141184193879554,-0.7429026266914299,-0.7697742348008689,7.902220941496279e-07,5.890029932517605e-06,7.984967865365009e-07,0.1568633087475043,0.1297481094164123,0.027072732147681317,,0.1737539711278557,0.14289974254790558,0.04194279923526961
205,0.5698,1.9015,3.337135837135837,0.5715273531993851,1.9099466729313133,3.34182898200675,0.5470266454914402,0.8518357507296802,1.6573108794439944,2.1088838776430476,1.104243726537222,1.2464305855773958,2.9837490754259637e-06,7.134628360858069e-05,2.2025608779377956e-05,0.30315078964287584,0.44421104030046243,0.14063391782520565,,0.18072299626513375,0.19262937697390006,0.08457328584211216
206,0.5777,1.967,3.4048814263458542,0.5801409026373178,1.9781810220405456,3.4098285658669196,1.3864513864513897,1.8148302276795008,3.444648961346312,4.032659586670818,2.030051892288603,2.178296967182269,5.958005684864878e-06,0.00012501525387116418,2.447418944088722e-05,0.42252079579674173,0.5684302003327655,0.14529550082966358,,0.294178298062374,0.3807964500165468,0.10433405026751684
207,0.5826,1.9605,3.3650875386199792,0.5864333898410201,1.9740213844478134,3.3661476625383884,0.8481911026484361,1.511751746757854,-0.33045246568379116,0.3569590466605646,-1.1687305002154544,-1.137595086506,1.4694877673236163e-05,0.0001828278373855722,1.123862722383171e-06,0.6579797186783569,0.6896906119772241,0.031503605960988064,,0.4612171013726582,0.5674439508701506,0.10581100820528577
208,0.5857,1.9575,3.3421546866996756,0.5894491738330573,1.9753835038095715,3.351236360149749,0.5320974939924462,1.1756220104801367,-0.153022188217286,0.7591687737603466,-0.681493472520728,-0.4116142094749426,1.405630443048145e-05,0.00031981970850695796,8.247679265376369e-05,0.6401184621917849,0.9135889557890926,0.2717310927053818,,0.5735396588889613,0.7239032560330273,0.14951006649867782
209,0.5865,1.947,3.319693094629156,0.5901776822526008,1.9662140545696016,3.331562872836737,0.13658869728530354,0.7645009821753136,-0.5363984674329478,0.44516243012013357,-0.6720691941610886,-0.3169157282004162,1.3525346751094814e-05,0.0003691798930036269,0.00014089163469716362,0.6270557975448916,0.9868543692656172,0.35755649300186065,,0.6417179928050111,0.8633779790106447,0.22026373055607684
210,0.5877,1.967,3.3469457206057514,0.5876725307170593,1.9576084956601258,3.331121318996337,0.20460358056265623,0.1999199858583547,1.0272213662044178,0.5448636702684018,0.8209381168604587,0.34425544896515436,7.545615052778027e-10,8.820035376587658e-05,0.0002504116862960387,0.00467403146856025,0.4774531947063667,0.4728012621175838,,0.42394943040174554,0.7926321732536922,0.3673629492749421
211,0.5839,1.961,3.3584517896900157,0.5839230088644457,1.9565822187475856,3.350753762131327,-0.6465883954398546,-0.6426733257706819,-0.30503304524656866,-0.5296279233560974,0.34377818001129357,0.11377661436608165,5.294078430818976e-10,1.951679119418443e-05,5.925962829432989e-05,0.003940548800432994,0.22528206284622293,0.2292135793737022,,0.2118901259379616,0.5631965422727356,0.35319044483104883
212,0.5846,1.97,3.369825521724256,0.5852501621683128,1.9664080322533848,3.359944446607198,0.1198835417023521,0.23123174658552006,0.4589495155532839,0.27577930919860827,0.3386599762770447,0.04444479214394284,4.2271084510522484e-07,1.290223229272379e-05,9.76356454689415e-05,0.11121487655025963,0.18233338815305522,0.29322215804223706,,0.039943152273084294,0.29502288190188164,0.3317456665111744
213,0.5874,1.971,3.355464759959142,0.5876547682961449,1.966416298042983,3.3462100609588177,0.4789599726308629,0.5225399069697104,0.05076142131980264,-0.18191380492472445,-0.4261574278114548,-0.7007917951002622,6.490688472057685e-08,2.1010323630763156e-05,8.564945358660105e-05,0.04337219886702463,0.23255717691614322,0.27580975102944766,,0.05284254140590575,0.21339087597180714,0.26608182948179565
214,0.5819,1.926,3.309847052758206,0.5826779758889228,1.9281776908542958,3.3091652175675654,-0.9363295880149916,-0.8038856164585035,-2.283105022831058,-2.1726184244395883,-1.3595048812699055,-1.3798250228722468,6.052464837452373e-07,4.742337456883859e-06,4.648992271955711e-07,0.13369580493603894,0.11306806097070955,0.02060020235896279,,0.09609429345110775,0.17598620867996936,0.19654403714354918
215,0.5836,1.949,3.3396161754626457,0.5833430838993751,1.945935592964292,3.3358338286221287,0.292146416910128,0.24799517088418735,1.194184839044659,1.0350775163183878,0.8994108256341414,0.7851352479344116,6.600588276032879e-08,9.390590480496589e-06,1.430614762196837e-05,0.04402263547377463,0.15722970937444758,0.113256932587259,,0.07369687975894607,0.16761831575376676,0.1365556286585565
216,0.579,1.932,3.3367875647668397,0.5778934766734019,1.9193153222724797,3.3212268346077667,-0.7882111034955532,-0.9778141409523914,-0.8722421754746088,-1.5230722281949907,-0.08469867635055764,-0.5506423459675409,1.2243938723057428e-06,0.00016090104905104813,0.000242136323083484,0.191109382832143,0.6565568181946296,0.4663386522827777,,0.12294260774731885,0.30895152951326227,0.2000652624096665
217,0.5711,1.8825,3.296270355454386,0.5698254092702643,1.8682870452106002,3.2787008350561013,-1.3644214162348718,-1.5845579844103108,-2.5621118012422297,-3.2977719870289732,-1.2142579809477525,-1.7407979556168482,1.624581528328418e-06,0.00020200808384552495,0.0003086880470257476,0.22318170718539512,0.7550042384807373,0.5330121168372102,,0.15277124183043758,0.5229302553499382,0.3708692339024156
218,0.5754,1.9435,3.3776503302050744,0.5754787940662122,1.941386572033167,3.3735153963115434,0.7529329364384469,0.7667298312400823,3.2403718459495323,3.1281047560779194,2.468850123777852,2.343407321833864,6.208504870243106e-09,4.466577770992353e-06,1.709767830387172e-05,0.013693789748373309,0.10874339937397039,0.12242042512671764,,0.14266162658863715,0.5067681520164458,0.3739237314155685
219,0.5682,1.8975,3.3394931362196405,0.5681103071313585,1.8906709994561968,3.327999819265796,-1.2513034410844603,-1.2668913570805633,-2.3668639053254457,-2.718240316120568,-1.1296963940940925,-1.4699719060695102,8.044810685155305e-09,4.6635248427264386e-05,0.00013209633460153404,0.01578543974684577,0.3598946268143978,0.3441635147918082,,0.08422031222687139,0.4078807548897018,0.33319868558524535
220,0.5661,1.906,3.366896308072778,0.5657218484302518,1.8949051876962184,3.3495350991907866,-0.36958817317845666,-0.4361407197726659,0.4479578392621845,-0.1367490015168146,0.8205787745429652,0.3007032073889448,1.4299860970310138e-07,0.00012309486005614156,0.0003014115738441385,0.06679942938496684,0.5820992814156091,0.515644299480344,,0.03209288629339531,0.3502457692013257,0.3274094131329566
221,0.5777,1.959,3.391033408343431,0.5778664140581852,1.9502424450740221,3.3749018763316685,2.0491079314608625,2.078504514782746,2.7806925498426107,2.321219573663284,0.7168946727815593,0.23777293763682433,2.769363876166131e-08,7.669476828152086e-05,0.0002602263250465124,0.028806310920059287,0.44704210954456153,0.47571138556381265,,0.037130393350623965,0.46301200592485614,0.44517306661198824
222,0.578,1.9605,3.391868512110727,0.5792104716151952,1.9601844510314983,3.384235173727605,0.05193006750908205,0.2614629764921657,0.07656967840734226,0.06046202304738253,0.02462682217288943,-0.2004767808862955,1.4652415311934563e-06,9.957115152243074e-08,5.826785487123971e-05,0.20942415487807514,0.016095331216608572,0.22504818084388517,,0.10167663172770042,0.348412240725593,0.4054679552960139
223,0.5857,2.004,3.421546866996756,0.587193600779213,2.011702704519033,3.4259615599514013,1.3321799307958548,1.5905883701060644,2.218821729150732,2.611716629381948,0.8749854182160072,1.005140609635799,2.2308432876657144e-06,5.933165690753121e-05,1.9489513883795383e-05,0.2550112308712671,0.38436649296571795,0.12902623071535868,,0.1644138988898005,0.282501311242296,0.2765952657076855
224,0.5848,1.982,3.3891928864569083,0.5859276366421953,1.9826742583937007,3.383821029088013,-0.15366228444596414,0.03886574051481517,-1.0978043912175657,-1.064158762789386,-0.945595129849738,-1.1025959712151039,1.2715643968214558e-06,4.546243814758776e-07,2.885685159175396e-05,0.19282432322080786,0.03401909150861361,0.15849960591977444,,0.21908656965671672,0.14482697189698004,0.17085800582633945
225,0.5804,1.9485,3.357167470709855,0.5801350196936168,1.939570758551359,3.3433092171813605,-0.7523939808481462,-0.7977052507495181,-1.6902119071644846,-2.140728630102972,-0.9449275039796524,-1.35382289567812,7.021456277094638e-08,7.973135284812527e-05,0.00019205119086003215,0.04565477367043803,0.4582623273616025,0.4127960147774313,,0.16449677592083767,0.292215970611978,0.23344061713752148
226,0.5795,1.918,3.3097497842968076,0.5782454386427999,1.9074261388108136,3.298644505156382,-0.15506547208821705,-0.37122008221918634,-1.5653066461380534,-2.1079733738355824,-1.4124313674176445,-1.7432244910051737,1.5739241989798716e-06,0.0001118065404481814,0.0001233272247867716,0.2164903118550726,0.5512962038157639,0.33553228685488146,,0.15165646958210618,0.34785920756199334,0.30227596918402905
227,0.5742,1.894,3.298502264019505,0.573434076763969,1.8820504989996556,3.2820695094029544,-0.914581535806725,-1.046751205527361,-1.2513034410844641,-1.8743222627916754,-0.33982992704363113,-0.8363253024498388,5.866384034923295e-07,0.00014279057415722963,0.0002700354242877645,0.13338962661635062,0.6309134635873448,0.4981883685756782,,0.13184490404728708,0.5468239982549037,0.41550555673599693
228,0.5727,1.8625,3.2521389907455913,0.5722139093080071,1.8530235767364505,3.238340673992632,-0.2612330198537194,-0.3458883127817761,-1.6631467793030552,-2.1634859167660743,-1.4055856131933064,-1.823906282652086,2.362841608421383e-07,8.980259786994372e-05,0.00019039354521499987,0.08487701972985891,0.508801249049642,0.4242843492305957,,0.14491898606709405,0.5636703054842503,0.41933500155371844
229,0.565,1.7875,3.1637168141592924,0.5631011205818504,1.7721280682832004,3.14708673719574,-1.3445084686572448,-1.676074632119719,-4.02684563758389,-4.85218425325099,-2.7188929144146785,-3.2302510393557013,3.6057430446721273e-06,0.00023629628470595368,0.0002765594598136817,0.33608485276983907,0.8599682079328523,0.5256499851416614,,0.18478383303868284,0.6665609735232797,0.4827075676493118
230,0.5587,1.7385,3.1116878467871847,0.5574946331966668,1.724458062112331,3.0932280948146738,-1.115044247787606,-1.3283835050147144,-2.7412587412587497,-3.5268217000094535,-1.64455197567781,-2.2280350450187147,1.4529091305776087e-06,0.0001971760196411494,0.00034076244288662114,0.2157449084183217,0.8077042213211868,0.5932391962635521,,0.2122355936393399,0.725491226101227,0.514391176878603
231,0.5659,1.7725,3.1321788301820113,0.5658865188474359,1.7624673638865351,3.1145243881692464,1.2887059244675112,1.2862929743039073,1.9557089444923803,1.3786231743764854,0.65851667659992,0.0911576456806364,1.817414744553093e-10,0.00010065378738519874,0.0003116793227820781,0.002382249967141607,0.5660161418033757,0.5636473193243244,,0.18473733705176745,0.7445628570191382,0.5608455002431793
232,0.5693,1.7735,3.115229228877569,0.5687421754963696,1.7663858382627369,3.105776069307897,0.6008128644636985,0.502239882730106,0.05641748942172705,-0.3449456551347301,-0.5411441116041633,-0.8429518972446459,3.111681768505018e-07,5.061129722393979e-05,8.936222584968695e-05,0.09798427957674331,0.40113683322600524,0.3034498868347583,,0.10537047932073555,0.5916190654501893,0.48677880080754493
233,0.5703,1.7875,3.1343152726635104,0.5695514713667333,1.7728855092078448,3.112774873451756,0.17565431231336745,0.044172029990042765,0.7893994925288984,-0.03464847996364552,0.6126690006955937,-0.0787857087068124,5.60295114820095e-07,0.00021358334111399105,0.00046398879820174155,0.1312517329943341,0.8175938904702246,0.6872441773685835,,0.07720608751273968,0.5949156218332018,0.518113794509222
234,0.5631,1.6985,3.016338128218788,0.5634670579462778,1.6846893765628337,2.989863121196795,-1.2624934245134112,-1.198131168459092,-4.979020979020989,-5.7516432692121064,-3.76404841828392,-4.608730740221975,1.3473153592566333e-07,0.00019073331972320473,0.0007009259968145911,0.065185215108823,0.8131070613580346,0.877720132710297,,0.09814040922663347,0.6772792616847548,0.6228047323045464
235,0.5696,1.7225,3.024051966292135,0.5701146088660695,1.7232204607827588,3.022586044953595,1.154324276327464,1.2457128158532083,1.413011480718282,1.455428953945182,0.2557351909980253,0.2071358206281858,2.6482228503730147e-07,5.190637394935548e-07,2.148925370786122e-06,0.09034565766668994,0.041826460537526367,0.04847540170869271,,0.09559420192328234,0.5575091374552619,0.5378132372625244
236,0.5647,1.7205,3.0467504869842394,0.564386227296479,1.713034279357642,3.0352163049112892,-0.8602528089887669,-0.9153393089046646,-0.11611030478955017,-0.5495338544184525,0.7505995579810049,0.36918474760350495,9.845330947484828e-08,5.5736984709728e-05,0.00013303735609196588,0.0555644950453256,0.4339273840370731,0.37857324130165537,,0.07036512260694618,0.42962030197754464,0.4349229252402151
237,0.5669,1.7535,3.093138119597813,0.5667439477931242,1.746251069366932,3.0811993249628093,0.3895873915353249,0.3619528587080261,1.91804707933741,1.4967201026987538,1.5225281102519659,1.130674734466633,2.4352291270793868e-08,5.2546995323032863e-05,0.00014253481733679556,0.027527289976319702,0.4133978119799307,0.38597677094859734,,0.05781248089611174,0.29638388551817674,0.27100847131964845
238,0.5642,1.7285,3.063629918468628,0.5648333544151858,1.7236515221036968,3.0516107248806548,-0.47627447521607424,-0.36455205235741317,-1.4257199885942478,-1.7022228626349185,-0.953989120053326,-1.3425651591193088,4.011378152352828e-07,2.350773791094032e-05,0.0001444610145051763,0.11225707465185208,0.2805020478046376,0.392318716941538,,0.06511628655783246,0.37594241460721384,0.38562290973059693
239,0.5666,1.7280000000000002,3.0497705612424997,0.567684970543161,1.7299296855898576,3.0473409995946534,0.4253810705423533,0.6176835418576732,-0.02892681515763511,0.0827125015827409,-0.4523835317895046,-0.5316868978129268,1.1771610795271504e-06,3.7236864757032997e-06,5.902769800685364e-06,0.19148791795994258,0.11167161978341432,0.07966375171699552,,0.11042409419603812,0.2685238265226609,0.285986413202377
240,0.5647,1.693,2.9980520630423237,0.56583071850501,1.6934607496084646,2.9928752438234234,-0.33533356865513814,-0.1357715310607137,-2.025462962962971,-1.9987992124731249,-1.6958160347349351,-1.8655605815768872,1.2785243375720693e-06,2.1229020170022604e-07,2.6799457225175942e-05,0.20023348769435254,0.027214979826611876,0.17267275917974145,,0.16799282676871574,0.13979621580488794,0.21488507594609166
241,0.5596,1.6445,2.938706218727663,0.5598089778427034,1.6387842363379896,2.927398990014875,-0.9031344076500785,-0.8661275291830232,-2.86473715298287,-3.202348710101029,-1.9794801113106302,-2.3566326248434866,4.367173874099276e-08,3.2669954239958896e-05,0.0001278534211632923,0.03734414630154783,0.34756848051142786,0.384768938137795,,0.14302185065194764,0.16215169337381802,0.21236848301151068
242,0.5596,1.635,2.9217298070050037,0.5595562799093837,1.6300437163934112,2.9131005672161976,0.0,-0.007812739566880198,-0.5776831863788424,-0.8790686291632049,-0.5776831863788432,-0.8713239638684095,1.9114463234941244e-09,2.4564747188941284e-05,7.446377933271507e-05,0.007812739566880198,0.3031366120237823,0.2953469471447044,,0.08179679118759352,0.22597335745394068,0.2842628814874136
243,0.5658,1.638,2.895015906680806,0.5659261304423678,1.6341482256185265,2.887564538398608,1.1079342387419555,1.1304736315882504,0.18348623853210347,-0.052096292444865244,-0.9143179584967043,-1.1693507224549824,1.5908888491913727e-08,1.4836165885775089e-05,5.5522889276942253e-05,0.022292407629527507,0.23515106114001455,0.2573860912129104,,0.022483097832651844,0.29528538455840825,0.3125006588318033
244,0.5647,1.6065,2.844873384097751,0.5655112341747619,1.6054958270452917,2.839016680876652,-0.19441498762813536,-0.051036731219170864,-1.923076923076915,-1.984381743266679,-1.7320292599201692,-1.93433223198964,6.581008863016553e-07,1.0083633229676734e-06,3.43009726200339e-05,0.14365754821355078,0.06250687548760273,0.20586867780608312,,0.05792089846998616,0.20026484955046653,0.2528672387212327
245,0.57,1.6225,2.846491228070176,0.5714804168604314,1.6237464766623453,2.8412985445464556,0.9385514432441955,1.2007113264443783,0.9959539371304086,1.0735435208431525,0.05686875139920902,-0.12565900371096192,2.19163408064966e-06,1.553704069771306e-06,2.6963962177517063e-05,0.2597222562160409,0.07682444760217137,0.18242401285180979,,0.14189073735303973,0.12482746140992955,0.2152262606236011
246,0.5708,1.65,2.8906797477224946,0.5718643217246979,1.6501874851150204,2.88562762603931,0.14035087719298647,0.32707398678911764,1.6949152542372794,1.7064705771969426,1.5523855902509467,1.3748996513039422,1.1327807336640136e-06,3.515066835426357e-08,2.5523933501702722e-05,0.18646140937245054,0.011362734243668841,0.17477279131889079,,0.19661373793401407,0.05023135244448098,0.1876884939922612
247,0.5727,1.6923,2.954950235725511,0.5739035961262882,1.6928320996860973,2.949680244403953,0.3328661527680471,0.5437274222649244,2.563636363636364,2.5958848294604464,2.223369366795254,2.0410596064106925,1.448643635215902e-06,2.8313007594490234e-07,2.77728085292958e-05,0.21016171229058417,0.0314423970984668,0.17834450333015547,,0.21878179262635852,0.039876526314769005,0.17851376916695202
248,0.5736,1.6865,2.940202231520223,0.5750159155543894,1.6905085217915476,2.939933445427645,0.1571503404924065,0.4043854643599388,-0.34272883058558207,-0.10586055713834831,-0.49909484183467717,-0.5081909710800586,2.0048168571617218e-06,1.6068246953311474e-05,7.224596356351004e-08,0.2468472026480749,0.23768288120649492,0.009141755274409274,,0.21449010810370317,0.09349600418287685,0.12075301664115184
249,0.5794,1.7125,2.9556437694166378,0.5809835134545341,1.718195171188563,2.9573905823457127,1.0111576011157648,1.2872234056021865,1.5416543136673466,1.8793460532797452,0.5251862518460356,0.5845975709161455,2.5075148606905616e-06,3.243497486703933e-05,3.0513554091834767e-06,0.27330228763101716,0.33256474093799177,0.05910092911568103,,0.24343706752322544,0.20056333974765117,0.08219572924008194
250,0.5811,1.6855,2.90053347100327,0.5819919537649489,1.6794501169137657,2.885693016972621,0.2934069727303976,0.4473513574299133,-1.5766423357664185,-1.9299201802180581,-1.864578505150674,-2.3666841440036994,7.955815188066851e-07,3.6601085357104235e-05,0.0002202390758358074,0.1534940225346746,0.3589369971067536,0.5116456741151086,,0.22454783760458888,0.3097282064170801,0.19329611950173298
251,0.5799,1.6915,2.916882221072599,0.5797178720852593,1.67869828017056,2.8957159352914923,-0.20650490449147804,-0.23784682752377956,0.3559774547611988,-0.40354315214713077,0.5636463165403234,-0.16609136767214522,3.3170577327797145e-08,0.0001638840305914746,0.0004480116537674838,0.03140677957246146,0.7568264752846524,0.7256475982538475,,0.15273436324605108,0.48277607110979925,0.432131400494879
252,0.5814,1.6885,2.9041967664258683,0.5813076948151924,1.6800635045617818,2.8901449603138363,0.25866528711847847,0.24274785569795282,-0.1773573751108551,-0.6761156037965256,-0.43489773276022287,-0.9166383395806418,8.520247142370432e-09,7.11744552790751e-05,0.00019745325501014128,0.015876364775993877,0.49964438485153195,0.48384483704681286,,0.06692572229437664,0.538469285747646,0.5737127031385897
